# x (AU), y (AU), v (AU), v_{x} (km s^{-1}), v_{y} (km s^{-1}), v_{z} (km s^{-1})
-9.820905104713992251e-04, -4.396085960190718482e-04, -1.994237867159182834e-03, 9.472083142574287251e+01, -4.606491964865979227e+00, -4.563115449791595779e+01
2.573161488839443845e-01, -8.698547680988246711e-01, -2.990009703917684836e-01, -1.315694694064904746e-01, -1.108356523924467041e+00, -3.131845719472338363e+00
2.834997846639092955e+01, -6.986125130518826332e+00, -5.797982901878300233e+00, 1.342281982661717721e-01, -1.197213888223014611e-01, -5.286810414668102059e-02
5.444339799856011814e+04, -8.705432806642773357e+03, -2.908417910731254324e+03, -4.554594283392591862e-03, 1.932183387524676272e-03, -2.481665018768066289e-04
4.891944271115886295e+03, 6.827177873328596434e+02, 5.274307374402930691e+03, -7.255050762919629248e-03, 8.775561727922246216e-03, -3.306551855233214564e-03
8.830694509768445499e+00, -4.287438683100374126e-01, -8.255366464316653108e+00, 2.641068300132392577e-01, 3.504057482333192697e-01, 1.945450985581266556e-02
1.348012442355178280e+02, -9.097579361622187832e+01, -6.330255488313022738e+01, 3.309073316724220337e-01, -1.511819958889804305e-01, -3.553013181223035194e-02
-4.387503470754845125e+01, 6.985423844801703197e+00, 1.117456251098578868e+01, -6.663852834186646534e-01, -2.668981750170212885e-01, 1.339454881273445808e-01
-2.840269095414035050e+00, 4.251974413060423785e+00, 1.637855465657715115e+00, -1.231277265720631953e-01, 2.575316936522840106e-01, -9.331129595904864571e-01
3.684602477051840408e-01, 1.386326833880530129e+00, 8.394505579170079557e-01, 1.002451728516653429e+00, 8.893918943609209649e+00, -7.501716503855321294e-01
